url,title,sentiment_human,compound_score
https://www.nbcnews.com/politics/immigration/judge-throws-out-trump-rules-limiting-skilled-worker-visas-n1249615,Judge throws out Trump rules limiting skilled-worker visas,0,0
https://www.nbcnews.com/news/us-news/san-francisco-officer-who-shot-seriously-injured-suspect-who-attacked-n1250301,San Francisco officer who seriously injured suspect indicted,-1,-0.6808
https://www.nbcnews.com/news/latino/latino-catholics-commemorate-virgen-de-guadalupe-through-virtual-events-amid-n1250961,"Latino Catholics commemorate Virgen de Guadalupe through virtual events, amid Covid",0,0
https://www.nbcnews.com/news/latino/covid-19-regulations-case-sotomayor-dissent-claps-back-supreme-court-n1249122,"In Covid-19 regulations case, Sotomayor dissent claps back at Supreme Court majority",-1,0.5574
https://www.nbcnews.com/news/us-news/pope-installs-new-cardinals-including-first-african-american-n1249205,"Pope installs new cardinals, including first African-American",0,0
https://www.nbcnews.com/news/us-news/why-trump-s-immigration-legacy-could-take-time-undo-n1248800,Why Trump's immigration legacy could take time to undo,0,0
https://www.nbcnews.com/news/latino/trump-administration-settles-immigration-suit-u-s-women-detained-after-n1248821,Trump administration settles lawsuit from U.S. Latinas detained after speaking Spanish,1,-0.5574
https://www.nbcnews.com/news/nbcblk/covid-19-racial-justice-how-2020-s-biggest-issues-influenced-n1248961,"From Covid-19 to racial justice, how 2020's biggest issues influenced the Black vote",0,0.5267
https://www.nbcnews.com/news/world/australians-stranded-abroad-struggle-get-amid-pandemic-n1249318,"Almost a year after the pandemic began, 35,000 Australians remain stranded abroad",-1,0
https://www.nbcnews.com/politics/meet-the-press/democracy-hangs-just-enough-n1248781,The democracy hangs on by just enough,0,0
https://www.nbcnews.com/news/latino/mexico-s-president-one-last-world-leaders-formally-congratulate-biden-n1251295,Mexico's president one of last world leaders to formally congratulate Biden,1,0.4939
https://www.nbcnews.com/news/asian-america/lawmakers-demand-biden-include-asian-americans-pacific-islanders-cabinet-n1248715,"Lawmakers demand Biden include Asian Americans, Pacific Islanders in Cabinet",-1,-0.128
https://www.nbcnews.com/politics/politics-news/biden-looks-susan-rice-elevate-low-profile-domestic-policy-council-n1251851,Biden looks to Susan Rice to elevate low-profile Domestic Policy Council,0,0
https://www.nbcnews.com/think/opinion/trump-white-house-s-census-power-grab-hard-supreme-court-ncna1249612,Trump's tortured census power grab seems destined to fail. The question is: When?,-1,-0.7964
https://www.nbcnews.com/news/latino/covid-job-losses-devastate-domestic-workers-who-are-largely-unseen-n1251407,"Covid job losses are devastating these workers, who are largely unseen",-1,-0.7906
https://www.nbcnews.com/politics/immigration/federal-judge-reinstates-daca-orders-trump-quickly-accept-new-applicants-n1250081,"Federal judge reinstates DACA, orders Homeland Security to quickly accept new applicants",0,0.6124
https://www.nbcnews.com/news/latino/did-trump-draw-out-new-latino-republican-voter-bloc-florida-n1248577,Did Trump draw out a new Latino Republican voter bloc in Florida?,0,0
https://www.nbcnews.com/politics/congress/who-will-replace-kamala-harris-u-s-senate-california-governor-n1250975,Who will replace Kamala Harris in the U.S. Senate? California governor weighs a shortlist of firsts,0,0
https://www.nbcnews.com/news/asian-america/how-asian-american-1st-time-voters-who-helped-flip-gop-n1251175,How Dems are engaging these 1st-time voters who helped flip GOP district,1,0.34
https://www.nbcnews.com/news/asian-america/how-pandemic-threatens-destroy-america-s-three-remaining-japantowns-n1251290,How the pandemic threatens to destroy America's three remaining Japantowns,-1,-0.7269
https://www.nbcnews.com/news/latino/no-choice-except-flee-after-back-back-hurricanes-central-americans-n1249993,"'No choice except to flee': After back-to-back hurricanes, Central Americans go north",-1,-0.296
https://www.nbcnews.com/feature/nbc-out/member-hungary-s-anti-lgbtq-government-resigns-after-fleeing-alleged-n1249593,Member of Hungary's anti-LGBTQ government resigns after fleeing alleged sex party,-1,0.1027
https://www.nbcnews.com/news/us-news/dozens-rescued-human-smuggling-operation-houston-police-say-n1249970,"Dozens rescued in smuggling operation, Houston police say",-1,-0.0772
https://www.nbcnews.com/news/us-news/driver-arrested-after-plowing-new-york-city-protesters-injuring-6-n1250993,"Driver arrested after plowing into New York City protesters, injuring 6",-1,-0.6124
https://www.nbcnews.com/politics/white-house/bypassing-mcconnell-democrats-push-biden-aggressively-use-executive-power-n1248457,Bypassing McConnell: Democrats push Biden to aggressively use executive power,-1,-0.3182
https://www.nbcnews.com/politics/supreme-court/supreme-court-puts-ruling-trump-census-case-exclude-undocumented-immigrants-n1251109,Supreme Court puts off ruling on Trump census case to exclude undocumented immigrants,0,0.4019
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1249379,Bipartisan group of senators seek compromise on a Covid-19 relief package,0,0.4767
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1249351,"Biden meets, outpaces Trump and Obama's Cabinet nomination timelines",0,0
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1249575,Iowa congressional race likely to be one of closest in modern history,0,0
https://www.nbcnews.com/politics/supreme-court/supreme-court-skeptical-trump-s-plan-exclude-undocumented-immigrants-census-n1249373,Supreme Court skeptical of Trump's plan to exclude undocumented immigrants from census,0,0.1027
https://www.nbcnews.com/politics/supreme-court/supreme-court-set-hear-arguments-trump-plan-exclude-undocumented-immigrants-n1249129,Supreme Court set to hear arguments on Trump plan to exclude undocumented immigrants from census,0,0
https://www.nbcnews.com/news/world/modeling-agent-jean-luc-brunel-arrested-paris-epstein-probe-n1251589,Modeling agent Jean Luc Brunel arrested in Paris in Epstein probe,-1,-0.4767
https://www.nbcnews.com/politics/elections/trump-s-false-fraud-claims-are-laying-groundwork-new-voting-n1250059,"Trump's false fraud claims are laying groundwork for new voting restrictions, experts warn",-1,-0.6369
https://www.nbcnews.com/news/us-news/mental-health-care-has-become-even-more-crucial-traumas-2020-n1251755,Mental health care has become even more crucial in 2020 but resources are stretched thin,0,0.2732
https://www.nbcnews.com/politics/meet-the-press/trump-trying-overturn-election-he-didn-t-win-we-didn-n1248363,Trump is trying to overturn an election but we didn't get here by accident,0,-0.631
https://www.nbcnews.com/news/latino/despite-pandemic-pop-school-u-s-asylum-seekers-seeing-success-n1249687,"Despite pandemic, a pop-up school for U.S. asylum seekers is seeing success",1,0.5719
https://www.nbcnews.com/news/latino/mistrust-disinformation-among-latinos-covid-vaccine-worries-hispanic-doctors-n1251636,Latino mistrust of Covid vaccine worries Hispanic doctors,-1,-0.4215
https://www.nbcnews.com/feature/nbc-out/biden-administration-track-be-most-lgbtq-inclusive-u-s-history-n1250010,Biden administration on track to be most LGBTQ-inclusive in U.S. history,0,0
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1248813,Some Senate Democrats question Durbin's bid to helm Judiciary Committee,0,0
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1250221,Top Georgia Republican officials buck Trump's call to push legislators to overturn Biden victory,1,0.2023
https://www.nbcnews.com/politics/2020-election/huge-catastrophe-democrats-grapple-congressional-state-election-losses-n1248529,'A huge catastrophe': Democrats grapple with congressional and state election losses,-1,-0.1027
https://www.nbcnews.com/news/latino/calls-caravans-cartoons-groups-target-georgia-latinos-ahead-senate-runoffs-n1250077,"Calls, caravans, cartoons: Groups target Georgia Latinos ahead of Senate runoffs",0,0
https://www.nbcnews.com/think/opinion/trump-covid-19-racism-taught-me-stop-being-nice-embrace-ncna1248856,"Judi Ketteler: Trump, Covid-19 and racism taught me to stop being nice and embrace my rage",-1,-0.7003
https://www.nbcnews.com/tech/tech-news/paper-beats-app-vaccine-verification-will-likely-be-proven-offline-n1250569,Paper beats app: Vaccine verification will likely be proven offline. Here's why.,0,-0.128
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1249535,"Perdue, Ossoff race slated to be most expensive Senate race in ad spending",0,0
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1250011,New campaign filings show Trump's fundraising haul off claims of voter fraud,-1,-0.5859
https://www.nbcnews.com/news/latino/acclaimed-latina-journalist-maria-hinojosa-laid-it-all-out-her-n1248393,Acclaimed journalist Maria Hinojosa laid it all out in her memoir and it's resonating.,1,0
https://www.nbcnews.com/think/opinion/now-we-have-covid-vaccine-we-can-t-let-immigration-ncna1251146,"Now that we have a Covid vaccine, we can't let immigration politics trump public health",0,0
https://www.nbcnews.com/politics/meet-the-press/blog/meet-press-blog-latest-news-analysis-data-driving-political-discussion-n988541/ncrd1250238,Clyburn to lead Biden inaugural committee alongside new co-chairs,0,0
https://www.nbcnews.com/news/us-news/live-blog/2020-11-30-covid-updates-n1249315/ncrd1249338,TSA screens highest number of travelers since March,0,0.0772
https://www.nbcnews.com/news/us-news/live-blog/2020-11-30-covid-updates-n1249315/ncrd1249342,"Congress returns to face funding deadline, pressure on coronavirus aid",-1,-0.296
https://www.nbcnews.com/news/us-news/live-blog/2020-11-30-covid-updates-n1249315/ncrd1249347,"England's Covid-19 infections down 30 percent during national lockdown, study shows",0,0
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251517,Cash-strapped ambulance services to receive federal aid,-1,0
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251490,Outbreak sickens staffers at county health department in Arizona,-1,-0.4588
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251522,Interior Secretary Bernhardt tests positive,0,0.5574
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251509,"Pence to publicly receive Covid vaccine on Friday, Biden as soon as next week",0,0
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251502,Pope Francis laments 'unprecedented educational crisis' caused by Covid,-1,-0.765
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251507,"Los Angeles County reports staggering 21,000 new cases",-1,0
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251513,First severe reaction to vaccine reported in U.S.,-1,-0.3818
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251527,"U.S. sees deadliest day of pandemic yet with nearly 3,300 deaths",-1,0
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251488,Study: 69% of undocumented immigrant workers 'essential' to fighting virus,0,-0.3612
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251494,Health experts warn of potential Covid-19 vaccine scam phone calls,-1,-0.6249
https://www.nbcnews.com/news/us-news/live-blog/2020-12-16-covid-live-updates-vaccine-news-n1251352/ncrd1251501,Tyson fires 7 managers at Iowa plant after virus betting investigation,0,0
https://www.nbcnews.com/news/us-news/live-blog/2020-11-30-covid-updates-n1249315/ncrd1249328,St. Louis doctor says hospitals out of capacity or are at capacity,0,0
https://www.foxnews.com/politics/biden-obama-third-term-comparisons,Biden distances himself from Obama amid 'third term' comparisons - Fox News,0,0
https://www.foxnews.com/politics/biden-says-hell-push-pathway-to-citizenship-for-over-11-million-undocumented-people-in-first-100-days,Biden says he'll push 'pathway to citizenship for over 11 million undocumented people' in first 100 days - Fox News,0,0
https://www.foxnews.com/politics/tom-cotton-biden-appointments-return-obama-disastrous-foreign-policy,Sen. Cotton says Biden's Cabinet picks signal return of Obama's disastrous foreign policy - Fox News,-1,0
https://www.foxnews.com/politics/blm-raising-500k-to-back-ossoff-warnock-in-georgia-senate-race,"BLM raising $500K to back Ossoff, Warnock in Georgia Senate race - Fox News",0,0
https://www.foxnews.com/opinion/biden-illegal-immigration-james-carafano,James Carafano: If Biden pursues open-border policy it will pose grave public health risk during pandemic,-1,-0.5719
https://www.foxnews.com/politics/flashback-joe-biden-constant-unrelenting-immigration,"Flashback: Biden praised constant, unrelenting stream of immigration into US",-1,0.4939
https://www.foxnews.com/politics/live-updates-georgia-senate-12-16-2020,LIVE UPDATES: Georgia Democrat Ossoff says ICE should enforce workplace protections for illegal immigrants,-1,-0.5574
https://www.foxnews.com/politics/new-york-cuomo-signs-protect-our-courts-ice-arrests-undocumented,New York Gov. Cuomo signs Protect Our Courts Act prohibiting ICE from making arrests in state courthouses,-1,-0.0772
https://www.foxnews.com/politics/ice-chief-tony-pham-resign-year,"ICE chief Tony Pham to resign by end of year, sources say",-1,-0.34
https://www.foxnews.com/politics/fears-border-surge-biden-immigration-policies,Trump officials warn of new border surge if Biden reverses immigration policies,-1,-0.1027
https://www.foxnews.com/us/san-jose-mayor-police-chief-county-change-sanctuary-city-policy,"San Jose mayor, police chief urge county to change sanctuary city policy",0,0
https://www.foxnews.com/politics/texas-rep-elect-tony-gonzales-border-district,Rep.-elect Tony Gonzales helps GOP hold Texas border district: 'My story is the American dream',1,0.5574
https://www.foxnews.com/politics/ossoff-ice-illegal-immigrants-paid-minimum-wage,Ossoff says ICE should make sure illegal immigrants are paid minimum wage,-1,-0.3182
https://www.foxnews.com/us/deportation-ex-nazi-prison-guard-tennessee-upheld,"Deportation of ex-Nazi prison guard living in Tennessee upheld, court rules",-1,-0.5106
https://www.foxnews.com/us/ice-deports-russian-fugitive-attempted-murder-convicted-wire-fraud-scheme,ICE deports Russian national convicted in wire fraud scheme on attempted murder charge,-1,-0.8591
https://www.foxnews.com/opinion/daca-trump-preserved-trump-biden-ali-noorani,Ali Noorani: Restoration of DACA benefits US and Dreamers now we need immigration law reform,1,0.3818
https://www.foxnews.com/politics/ice-operation-illegal-immigrants-criminal-charges-convictions,ICE operation nabs more than 150 people in illegal immigration sting,-1,-0.5574
https://www.foxnews.com/opinion/alejandro-mayorkas-homeland-security-art-acevedo,Houston Police Chief Art Acevedo: Alejandro Mayorkas is good choice by Biden to head Homeland Security,1,0.6486
https://www.foxnews.com/politics/illegal-immigrants-ice-detention-re-arrested,"Illegal immigrants freed from detention after court order have been re-arrested for sex, drug crimes: ICE",-1,-0.5267
https://www.foxnews.com/us/this-day-in-history-nov-30,This Day in History: Nov. 30,0,0
https://www.foxnews.com/us/california-ice-detainer-child-murderer,"California officials defy ICE detainer, release convicted child murderer",-1,-0.6808
https://www.foxnews.com/opinion/biden-border-crisis-covid-spread-tom-homan,Tom Homan: Biden's border crisis is already brewing and it will accelerate COVID spread in the US,-1,-0.6249
https://www.foxnews.com/us/honduran-migrant-caravan-heading-to-us-could-be-early-test-for-biden-reports,Honduran migrant caravan heading to US: reports,0,0
https://www.foxnews.com/us/ice-removes-deported-mexican-convicted-luring-disabled-child,ICE removes twice-deported Mexican national convicted in Washington of luring disabled child,-1,0
https://www.foxnews.com/politics/border-numbers-cbp-chief-crisis-policies,"As border numbers increase, CBP chief says US faces 'full-blown crisis' if Trump-era policies end",-1,-0.4215
https://www.foxnews.com/opinion/immigration-trump-division-ali-noorani,Ali Noorani: Immigrants made America great time to end four years of demonizing and denouncing them,1,0.6249
https://www.foxnews.com/us/san-jose-church-stabbing-immigrant-deported,"California church stabbing suspect had been deported three times, officials say",-1,-0.296
https://www.foxnews.com/politics/live-updates-senate-11-26-2020,Live Updates: BLM looks to raise $500G to back Dem Senate candidates in Georgia runoffs,0,0
https://www.foxnews.com/us/imprisoned-hacker-released-deported,"Imprisoned hacker ordered to be released, promptly deported",-1,-0.4588
https://www.foxnews.com/opinion/attorney-general-william-barr-accomplishments-hans-von-spakovsky,Hans von Spakovsky: Attorney General William Barr steps down with outstanding record of accomplishments,1,0.6124
https://www.foxnews.com/sports/boston-celtics-star-tristan-thompson-becomes-us-citizen,Boston Celtics star Tristan Thompson becomes US citizen,1,0
https://www.foxnews.com/opinion/trump-attacked-democrats-media-david-limbaugh,"David Limbaugh: After years of attacking Trump and his supporters, Democrats now ask for unity",-1,-0.0258
https://www.foxnews.com/us/border-agents-ice-seize-counterfeit-n95-masks-texas,"Border agents, ICE seize more than 100,000 counterfeit N95 masks in Texas warehouse",-1,0
https://www.foxnews.com/us/houston-police-rescue-dozens-alleged-human-trafficking-operation,Houston police rescue dozens from house allegedly involved in human trafficking operation,1,0.5106
https://www.foxnews.com/opinion/biden-administration-priorities-electoral-college-doug-schoen,Doug Schoen: Biden will face grave challenges as president here are a few and what to expect,-1,-0.3182
https://www.foxnews.com/politics/president-trump-voters-mixed-reviews-poll,Fox News Poll: Voters give President Trump mixed reviews after 4 years,0,0
https://www.foxnews.com/politics/biden-dhs-pick-mayorkas-intervened-democratic-connected-eb5-investors,Biden DHS pick Mayorkas intervened to help Democrat-connected foreign investors: IG,1,0.4019
https://www.foxnews.com/politics/biden-executive-order-blitz-before-people-can-react-leftists-say,"Biden should pull off executive order 'blitz' before people can react, leftists say",-1,0
https://www.foxnews.com/politics/georgia-lt-gov-duncan-recount-senate-runoffs-trump,Georgia Lt. Gov. Geoff Duncan decries election 'misinformation' coming 'from every single angle',0,0
https://www.foxnews.com/politics/republicans-freedom-force-new-york-california-reps-michelle-steel-nicole-malliotakis,GOP Congresswoman-elect on forming Freedom Force: Left is˜totally out of line with mainstream,-1,0
https://www.foxnews.com/us/officials-6-people-injured-by-car-during-nyc-protest,"6 injured by car during NYC protest, officials say",-1,-0.5719
https://www.foxnews.com/politics/linda-sarsour-too-radical-joe-biden-campaign-ossoff-warnock-georgia,"Linda Sarsour, too radical for Joe Biden, to campaign for Ossoff and Warnock in Georgia Senate race",0,0
https://www.foxnews.com/politics/where-does-biden-stand-on-blm-backed-breathe-act,Biden declines to say where he stands on BLM-backed BREATHE Act,0,0
https://www.foxnews.com/media/teen-vogue-columnist-rejects-bidens-call-for-unity-americas-values-are-white-supremacy-and-capitalism,Teen Vogue columnist rejects Biden's call for 'unity',1,-0.4939
https://www.foxnews.com/politics/biden-dhs-pick-congressional-investigation,Biden DHS pick had 'inappropriate' involvement in drug trafficker's commutation: Investigation,1,0
https://www.foxnews.com/world/punishing-hurricanes-to-spur-more-central-american-migration,Punishing hurricanes to spur more Central American migration,1,-0.5574
https://www.foxnews.com/media/laura-ingraham-biden-false-prophets-ruin-not-results,Ingraham: Biden's 'team of false prophets' will deliver 'ruin instead of results',1,-0.5859
https://www.foxnews.com/politics/black-lives-matter-co-founder-obama-defund-police,Black Lives Matter co-founder fires back at Obama for criticizing defund the police,1,-0.34
https://www.foxnews.com/politics/archbishop-biden-not-full-communion-with-church-urges-denial,Retired Catholic archbishop says Biden should be denied Holy Communion over abortion stance,-1,-0.4404
https://www.foxnews.com/politics/state-department-restricts-visas-for-chinese-communist-party-members-prompting-retaliation,"State Department restricts visas for Chinese Communist Party members, prompting retaliation",-1,0.1027
https://www.foxnews.com/politics/cuomo-pens-letter-to-hhs-sec-over-virus-distribution-for-undocumented-immigrants-minorities,"Cuomo warns that Trump vaccination plans fail minorities, undocumented immigrants",-1,-0.5994
https://www.foxnews.com/us/virginia-driver-privilege-cards-illegals,Virginia to grant driver privilege cards to illegal immigrants,1,0.1027
https://www.foxnews.com/media/laura-ingraham-biden-uniting-america-alienating-trump-voters,Laura Ingraham: Biden more afraid of upsetting far left than alienating Trump supporters,-1,-0.1189
https://www.foxnews.com/us/mother-breonna-taylor-open-letter-biden-wapo,Breonna Taylor's mother pens letter to Biden in full-page Washington Post ad,0,0
https://www.foxnews.com/opinion/tucker-carlson-joe-biden-gun-grabbing-open-borders-soft-on-china-advisers,"Tucker Carlson: Joe Biden and his gun-grabbing, open-borders, soft-on-China advisers",-1,0
https://www.foxnews.com/politics/blm-pressures-democrats-breathe-act-prison-abolition,BLM pressures Democrats to embrace bill described as 'roadmap for prison abolition',-1,-0.5106
https://www.foxnews.com/politics/feinstein-step-down-judiciary-committee,Feinstein won't seek top Judiciary Committee spot after complaints from progressives,-1,-0.5093
https://www.foxnews.com/politics/biden-chooses-an-all-female-senior-white-house-press-team,Biden chooses an all-female senior White House press team,0,0
https://www.foxnews.com/world/french-protesters-decry-security-bill-police-images,French protesters decry bill outlawing use of police images,-1,-0.2263
https://www.foxnews.com/media/media-praise-xavier-becerra-a-partisan-warrior-who-constantly-sued-trump,"Media praise Xavier Becerra, a partisan warrior who constantly sued Trump",1,0.5574
https://www.foxnews.com/politics/biden-hhs-becerra-republicans-democrats-confirmed,"Biden HHS pick Becerra 'looks forward' to working 'in good faith' with Republicans, Democrats if confirmed",1,0.6908
https://www.foxnews.com/politics/attorney-general-william-barr-announces-resignation,Attorney General William Barr announces resignation,0,-0.296
https://www.foxnews.com/politics/biden-white-house-communications-team-former-campaign-staffers,"Biden announces additions to White House communications team, includes former campaign staffers",0,0
https://www.foxnews.com/opinion/victor-davis-hanson-trumps-options-election-decision-his-political-future-come-down-to-these-hard-choices,"Victor Davis Hanson: Trump's options election decision, his political future come down to these hard choices",-1,-0.1027
https://www.foxnews.com/politics/roman-catholics-warn-biden-administration,"Some Catholics sounding alarm about Biden administration, conflicts with moral teachings",-1,-0.6124
https://www.foxnews.com/politics/michelle-fischbach-new-minnesota-congresswoman-awaiting-concession-call-from-30-year-democrat-she-beat,"Michelle Fischbach, new Minnesota congresswoman, awaiting concession call from 30-year Democrat she beat",0,0
https://www.foxnews.com/politics/socialists-progressive-democrats-house-seats-success,"Socialist Democrats pick up House seats, tout successes despite pushback within party",-1,0.2124
https://www.foxnews.com/politics/joe-manchin-says-squad-could-hamper-908b-coronavirus-relief-theyll-have-to-answer-to-the-public,Joe Manchin says 'Squad' could hamper $908B coronavirus relief,-1,0.4767
https://www.foxnews.com/opinion/liberal-lies-fuel-distrust-elections-trump-liz-peek,Liz Peek: Liberal lies have created this moment Trump can do this to secure his legacy,-1,0.1531
https://www.foxnews.com/politics/xavier-becerra-lawsuits-california-attorney-general-biden-hhs-pick,Biden's HHS pick Becerra sued the Trump admin more than 100 times as California AG: Here are some of his cases,0,0
https://www.foxnews.com/politics/kansas-rep-tracey-mann-hold-china-others-trade-deals-farmers,"Kansas Rep.-elect Tracey Mann says US must hold China, others to trade deals for good of farmers",0,0.4404
https://www.foxnews.com/politics/bernie-sanders-biden-progressives-in-his-administration,Bernie Sanders: 'Enormously insulting' if Biden ignores progressives in his administration,-1,-0.6801
https://www.foxnews.com/politics/biden-key-cabinet-nominees-blinken-sullivan-mayorkas,"Biden picks Blinken, Mayorkas, Sullivan for key Cabinet positions",0,0
https://www.foxnews.com/opinion/republicans-hispanics-democrats-bobby-jindal-west-anderson,Bobby Jindal & Wes Anderson: Hispanic support for Republicans growing as Democrats move leftward,1,0.5267
https://www.foxnews.com/opinion/trump-presidency-productive-contentious-energetic-fun-liz-peek,"Liz Peek: Trump four years productive, contentious, energetic and fun. Let's review",1,0.6124
https://www.foxnews.com/opinion/biden-trump-self-pardon-yates-nomination-jonathan-turley,Jonathan Turley: Is Biden about to make the case for a Trump self-pardon? A Yates nomination could do it,0,0
https://www.foxnews.com/transcript/supreme-court-blocks-cuomos-limits-on-houses-of-worship,Supreme Court blocks Cuomo's limits on houses of worship,0,0.5994
https://www.foxnews.com/transcript/will-the-biden-campaign-take-legal-action-to-force-transition-process,Will the Biden campaign take legal action to force transition process?,-1,0.128
https://www.breitbart.com/immigration/2020/11/26/charles-koch-horrified-when-donations-didnt-buy-politicians-votes/,Charles Koch: 'Horrified' When Donations Didn't Buy Politicians' Votes,-1,0
https://www.breitbart.com/politics/2020/12/09/california-court-order-frees-250-criminal-illegal-aliens-us/,California Court Order Frees 250 Criminal Illegal Aliens into U.S.,-1,-0.7003
https://www.breitbart.com/politics/2020/11/23/feds-plants-hired-illegal-aliens-paid-unlawful-wages-hired-child/,"Feds: Plants that Hired Illegal Aliens Paid Unlawful Wages, Hired a Child",-1,-0.5574
https://www.breitbart.com/politics/2020/12/14/lobbies-gop-s-386-bill-will-trigger-2021-push-to-expand-immigration/,Lobbies: GOP S.386 Bill Will Trigger 2021 Push to Expand Immigration,0,0.3182
https://www.breitbart.com/border/2020/12/09/traffic-stop-leads-to-bust-of-california-human-smuggling-stash-house-near-border/,Traffic Stop Leads to Bust of California Human Smuggling Stash House near Border,-1,-0.6486
https://www.breitbart.com/2020-election/2020/12/18/cbp-commissioner-biden-border-policy-signals-open-borders-migrants-drug-cartels-traffickers/,"CBP Commissioner: Joe Biden's Border Policy Signals Open Borders to Migrants, Drug Cartels, Traffickers",-1,0
https://www.breitbart.com/politics/2020/12/14/tlaib-allah-giving-opportunity-show-power-muslims-georgia/,Rashida Tlaib: 'Allah' Has Given Opportunity to Show 'Power of Muslims in Georgia',1,0.4215
https://www.breitbart.com/europe/2020/12/08/human-rights-law-used-to-prevent-deportation-of-turkish-drug-lord/,Human Rights Law Used to Prevent Deportation of Turkish Drug Lord From the UK,-1,0.0258
https://www.breitbart.com/europe/2020/12/10/activist-lawyers-block-deportation-of-23-illegal-channel-migrants-with-last-minute-legal-challenge/,'Activist Lawyers' Block Deportation of 23 Illegal Migrants With Last Minute Legal Challenge,-1,-0.6908
https://www.breitbart.com/politics/2020/12/15/georgia-sheriff-jon-ossoffs-immigration-policies-could-get-georgians-killed/,Georgia Sheriff: Jon Ossoff's Immigration Policies Could Get Georgians Killed,-1,0
