url,sentiment_human,compound_score
https://www.foxnews.com/us/imprisoned-hacker-released-deported,-1,-0.4588
https://www.foxnews.com/opinion/attorney-general-william-barr-accomplishments-hans-von-spakovsky,1,0.6124
https://www.foxnews.com/sports/boston-celtics-star-tristan-thompson-becomes-us-citizen,1,0
https://www.foxnews.com/opinion/trump-attacked-democrats-media-david-limbaugh,-1,-0.0258
https://www.foxnews.com/us/border-agents-ice-seize-counterfeit-n95-masks-texas,-1,0
https://www.foxnews.com/us/houston-police-rescue-dozens-alleged-human-trafficking-operation,1,0.5106
https://www.foxnews.com/opinion/biden-administration-priorities-electoral-college-doug-schoen,-1,-0.3182
https://www.foxnews.com/politics/president-trump-voters-mixed-reviews-poll,0,0
https://www.foxnews.com/politics/biden-dhs-pick-mayorkas-intervened-democratic-connected-eb5-investors,1,0.4019
https://www.foxnews.com/politics/biden-executive-order-blitz-before-people-can-react-leftists-say,-1,0
https://www.foxnews.com/politics/georgia-lt-gov-duncan-recount-senate-runoffs-trump,0,0
https://www.foxnews.com/politics/republicans-freedom-force-new-york-california-reps-michelle-steel-nicole-malliotakis,-1,0
https://www.foxnews.com/us/officials-6-people-injured-by-car-during-nyc-protest,-1,-0.5719
https://www.foxnews.com/politics/linda-sarsour-too-radical-joe-biden-campaign-ossoff-warnock-georgia,0,0
https://www.foxnews.com/politics/where-does-biden-stand-on-blm-backed-breathe-act,0,0
https://www.foxnews.com/media/teen-vogue-columnist-rejects-bidens-call-for-unity-americas-values-are-white-supremacy-and-capitalism,1,-0.4939
https://www.foxnews.com/politics/biden-dhs-pick-congressional-investigation,1,0
https://www.foxnews.com/world/punishing-hurricanes-to-spur-more-central-american-migration,1,-0.5574
https://www.foxnews.com/media/laura-ingraham-biden-false-prophets-ruin-not-results,1,-0.5859
https://www.foxnews.com/politics/black-lives-matter-co-founder-obama-defund-police,1,-0.34
https://www.foxnews.com/politics/archbishop-biden-not-full-communion-with-church-urges-denial,-1,-0.4404
https://www.foxnews.com/politics/state-department-restricts-visas-for-chinese-communist-party-members-prompting-retaliation,-1,0.1027
https://www.foxnews.com/politics/cuomo-pens-letter-to-hhs-sec-over-virus-distribution-for-undocumented-immigrants-minorities,-1,-0.5994
https://www.foxnews.com/us/virginia-driver-privilege-cards-illegals,1,0.1027
https://www.foxnews.com/media/laura-ingraham-biden-uniting-america-alienating-trump-voters,-1,-0.1189
https://www.foxnews.com/us/mother-breonna-taylor-open-letter-biden-wapo,0,0
https://www.foxnews.com/opinion/tucker-carlson-joe-biden-gun-grabbing-open-borders-soft-on-china-advisers,-1,0
https://www.foxnews.com/politics/blm-pressures-democrats-breathe-act-prison-abolition,-1,-0.5106
https://www.foxnews.com/politics/feinstein-step-down-judiciary-committee,-1,-0.5093
https://www.foxnews.com/politics/biden-chooses-an-all-female-senior-white-house-press-team,0,0
https://www.foxnews.com/world/french-protesters-decry-security-bill-police-images,-1,-0.2263
https://www.foxnews.com/media/media-praise-xavier-becerra-a-partisan-warrior-who-constantly-sued-trump,1,0.5574
https://www.foxnews.com/politics/biden-hhs-becerra-republicans-democrats-confirmed,1,0.6908
https://www.foxnews.com/politics/attorney-general-william-barr-announces-resignation,0,-0.296
https://www.foxnews.com/politics/biden-white-house-communications-team-former-campaign-staffers,0,0
https://www.foxnews.com/opinion/victor-davis-hanson-trumps-options-election-decision-his-political-future-come-down-to-these-hard-choices,-1,-0.1027
https://www.foxnews.com/politics/roman-catholics-warn-biden-administration,-1,-0.6124
https://www.foxnews.com/politics/michelle-fischbach-new-minnesota-congresswoman-awaiting-concession-call-from-30-year-democrat-she-beat,0,0
https://www.foxnews.com/politics/socialists-progressive-democrats-house-seats-success,-1,0.2124
https://www.foxnews.com/politics/joe-manchin-says-squad-could-hamper-908b-coronavirus-relief-theyll-have-to-answer-to-the-public,-1,0.4767
https://www.foxnews.com/opinion/liberal-lies-fuel-distrust-elections-trump-liz-peek,-1,0.1531
https://www.foxnews.com/politics/xavier-becerra-lawsuits-california-attorney-general-biden-hhs-pick,0,0
https://www.foxnews.com/politics/kansas-rep-tracey-mann-hold-china-others-trade-deals-farmers,0,0.4404
https://www.foxnews.com/politics/bernie-sanders-biden-progressives-in-his-administration,-1,-0.6801
https://www.foxnews.com/politics/biden-key-cabinet-nominees-blinken-sullivan-mayorkas,0,0
https://www.foxnews.com/opinion/republicans-hispanics-democrats-bobby-jindal-west-anderson,1,0.5267
https://www.foxnews.com/opinion/trump-presidency-productive-contentious-energetic-fun-liz-peek,1,0.6124
https://www.foxnews.com/opinion/biden-trump-self-pardon-yates-nomination-jonathan-turley,0,0
https://www.foxnews.com/transcript/supreme-court-blocks-cuomos-limits-on-houses-of-worship,0,0.5994
https://www.foxnews.com/transcript/will-the-biden-campaign-take-legal-action-to-force-transition-process,-1,0.128
https://www.breitbart.com/immigration/2020/11/26/charles-koch-horrified-when-donations-didnt-buy-politicians-votes/,-1,0
https://www.breitbart.com/politics/2020/12/09/california-court-order-frees-250-criminal-illegal-aliens-us/,-1,-0.7003
https://www.breitbart.com/politics/2020/11/23/feds-plants-hired-illegal-aliens-paid-unlawful-wages-hired-child/,-1,-0.5574
https://www.breitbart.com/politics/2020/12/14/lobbies-gop-s-386-bill-will-trigger-2021-push-to-expand-immigration/,0,0.3182
https://www.breitbart.com/border/2020/12/09/traffic-stop-leads-to-bust-of-california-human-smuggling-stash-house-near-border/,-1,-0.6486
https://www.breitbart.com/2020-election/2020/12/18/cbp-commissioner-biden-border-policy-signals-open-borders-migrants-drug-cartels-traffickers/,-1,0
https://www.breitbart.com/politics/2020/12/14/tlaib-allah-giving-opportunity-show-power-muslims-georgia/,1,0.4215
https://www.breitbart.com/europe/2020/12/08/human-rights-law-used-to-prevent-deportation-of-turkish-drug-lord/,-1,0.0258
https://www.breitbart.com/europe/2020/12/10/activist-lawyers-block-deportation-of-23-illegal-channel-migrants-with-last-minute-legal-challenge/,-1,-0.6908
https://www.breitbart.com/politics/2020/12/15/georgia-sheriff-jon-ossoffs-immigration-policies-could-get-georgians-killed/,-1,0
https://www.breitbart.com/national-security/2020/12/15/philippines-duterte-eager-to-work-with-vatican-on-immigration-climate/,1,0.3612
https://www.breitbart.com/politics/2020/12/01/six-republicans-to-explore-immigration-reform-with-amnesty-advocates/,0,0
https://www.breitbart.com/immigration/2020/12/14/ocasio-cortez-mimics-george-w-bushs-immigration-plan/,0,0
https://www.breitbart.com/politics/2020/12/15/billionaire-koch-urges-gop-democrats-to-pass-amnesty-increase-immigration/,1,0.3182
https://www.breitbart.com/politics/2020/11/21/immigration-activists-object-to-changes-in-citizenship-test-easier-quiz-helps-grow-u-s-immigrant-population/,-1,0.6597
https://www.breitbart.com/politics/2020/12/08/house-democrats-gop-advance-hong-kong-to-u-s-mass-immigration-pipeline/,-1,0
https://www.breitbart.com/politics/2020/12/01/ny-times-georgia-immigration-asia-democrats/,-1,0
https://www.breitbart.com/politics/2020/12/17/never-trump-bill-kristol-offers-to-help-joe-biden-win-amnesty/,1,0.7579
https://www.breitbart.com/politics/2020/12/08/justice-dept-exposes-silicon-valleys-worker-shortage-fraud/,-1,0.5267
https://www.breitbart.com/politics/2020/12/08/report-joe-biden-may-appoint-official-to-undo-trumps-immigration-reforms/,0,0
https://www.breitbart.com/border/2020/11/21/border-patrol-agents-find-migrants-locked-in-furniture-appliances-at-texas-checkpoint/,0,0
https://www.breitbart.com/law-and-order/2020/12/08/watch-multiple-arrests-after-antifa-vandalizes-portland-ice-facility-again/,-1,-0.4404
https://www.breitbart.com/asia/2020/12/18/ice-seizes-32-million-fake-viagra-pills-car-emblems-other-goods-arriving-china/,-1,-0.4767
https://www.breitbart.com/immigration/2020/12/20/democrats-relying-results-mass-immigration-flip-georgia-blue/,0,0
https://www.breitbart.com/politics/2020/12/08/soros-funded-los-angeles-district-attorney-help-criminal-illegal-aliens-avoid-deportation/,-1,-0.7579
https://www.breitbart.com/entertainment/2020/11/23/alyssa-milanos-immigration-themed-netflix-christmas-movie-calls-u-s-mexico-border-an-imaginary-line/,0,0
https://www.breitbart.com/politics/2020/12/08/dale-wilcox-bidens-immigration-agenda-could-change-america-as-we-know-it/,0,0
https://www.breitbart.com/politics/2020/12/09/kamala-harris-vows-amnesty-in-first-100-days-restarting-immigration-from-exporters-of-terrorism/,-1,-0.6808
https://www.breitbart.com/politics/2020/11/24/watch-joe-biden-amnesty-for-over-11-million-illegal-aliens-going-to-senate-in-my-first-100-days/,-1,-0.5574
https://www.breitbart.com/politics/2020/12/05/chuck-schumer-bidens-dhs-chief-will-help-pass-amnesty-for-illegal-aliens/,-1,-0.2263
https://www.breitbart.com/politics/2020/11/25/house-democrats-begin-drafting-amnesty-plan-to-send-to-joe-biden/,0,0
https://www.breitbart.com/politics/2020/12/03/republican-sens-john-cornyn-susan-collins-start-new-year-with-daca-amnesty/,0,0
https://www.breitbart.com/economy/2020/12/04/chuck-schumer-were-nothing-if-were-not-a-nation-of-immigrants/,0,0
https://www.breitbart.com/politics/2020/11/20/jim-banks-republicans-must-appeal-to-working-class-to-win-future-elections/,1,0.5859
https://www.breitbart.com/europe/2020/12/02/boris-post-brexit-mass-migration-plan-is-a-total-surrender-says-think-tank/,-1,0
https://www.breitbart.com/politics/2020/12/11/house-democrats-plot-resolution-to-keep-criminal-illegal-aliens-in-u-s/,-1,-0.7906
https://www.breitbart.com/immigration/2020/12/09/house-push-mike-lees-s386-bill-creating-class-half-immigrants/,-1,0.2732
https://www.breitbart.com/politics/2020/12/15/customs-and-border-chief-joe-biden-sending-open-borders-message-to-worlds-migrants/,0,0
https://www.breitbart.com/economy/2020/12/11/democrats-marijuana-amnesty-helps-illegal-migrants/,-1,-0.25
https://www.breitbart.com/crime/2020/12/17/illegal-alien-charged-19-counts-child-sexual-assault-north-carolina/,-1,-0.8481
https://www.breitbart.com/politics/2020/12/08/house-senate-bills-prioritize-foreign-nationals-as-24-5m-americans-remain-jobless-underemployed/,-1,0
https://www.breitbart.com/economy/2020/11/26/joe-bidens-allies-warn-blue-collar-migrant-invasion/,-1,-0.1027
https://www.breitbart.com/economy/2020/12/17/mike-lees-s-386-giveaway-bill-exposes-india-vs-asia-fights/,-1,-0.4939
https://www.breitbart.com/economy/2020/11/23/joe-biden-picks-pro-migration-swamper-top-dhs-slot/,-1,0.2023
https://www.breitbart.com/politics/2020/11/25/barack-obama-evangelical-hispanics-overlooked-trump-saying-racist-things-about-mexicans/,-1,-0.0258
https://www.breitbart.com/border/2020/11/28/mexico-deports-u-s-citizen-accused-of-stalking-a-tv-anchor/,-1,-0.296
https://www.breitbart.com/economy/2020/12/04/joe-bidens-dhs-pick-promises-wage-raises-amnesty-migration/,1,0.3818
https://www.breitbart.com/clips/2020/12/07/watch-illegal-alien-arrested-for-breaking-into-womans-home-as-she-films-tiktok-video/,-1,-0.7717
https://www.breitbart.com/politics/2020/11/22/election-data-trumps-anti-globalism-pro-police-message-wins-hispanics/,1,0.5719
https://www.breitbart.com/politics/2020/12/09/seven-gop-representatives-cheerlead-hong-kong-population-transfer-bill/,1,0.4019
https://www.breitbart.com/politics/2020/12/10/trump-tightens-border-rules-end-asylum-shopping-reduce-fraud/,1,-0.5859
https://www.breitbart.com/europe/2020/11/29/shakedown-boris-govt-pay-france-28m-to-start-stopping-more-boat-migrants/,-1,-0.4939
https://www.breitbart.com/politics/2020/12/14/open-borders-lobby-urges-joe-biden-quickly-grant-executive-amnesty/,1,0.3818
https://www.breitbart.com/economy/2020/12/10/dem-rep-lofgren-pushing-house-green-card-giveaway-into-year-end-bill/,-1,0
https://www.breitbart.com/crime/2020/12/07/joe-biden-dhs-nominee-aided-jailed-drug-smuggler/,-1,-0.743
https://www.breitbart.com/economy/2020/12/18/cato-shows-joe-biden-how-to-flood-the-white-collar-labor-market/,0,0
https://www.breitbart.com/economy/2020/12/15/nyt-joe-bidens-border-policies-are-inviting-migrant-wave/,-1,0.5859
https://www.breitbart.com/politics/2020/12/04/kobach-the-supreme-court-hearing-on-excluding-illegal-aliens-in-apportionment-made-one-thing-clear-we-needed-the-citizenship-question-on-the-census/,0,0
https://www.breitbart.com/europe/2020/12/20/canada-invest-40-million-into-home-ownership-opportunities-black-only/,0,0
https://www.breitbart.com/politics/2020/12/05/exclusive-georgia-sens-david-perdue-kelly-loeffler-vow-never-to-support-amnesty-for-illegal-aliens/,-1,-0.1027
https://www.breitbart.com/border/2020/12/02/four-deported-sex-offenders-arrested-for-illegally-crossing-border-into-texas/,-1,-0.6808
https://www.breitbart.com/2020-election/2020/12/03/report-bidens-dhs-pick-alejandro-mayorkas-ignored-asylum-fraud-previous-post/,-1,-0.7269
https://www.breitbart.com/economy/2020/11/24/poll-shows-growing-democratic-opposition-cheap-labor-migration/,-1,0.1779
https://www.breitbart.com/politics/2020/12/07/democrat-jon-ossoff-to-campaign-with-pro-amnesty-sanctuary-city-julian-castro/,0,0
https://www.breitbart.com/politics/2020/11/30/pro-amnesty-business-groups-tout-mayorkas-for-dhs-job/,-1,-0.128
https://www.breitbart.com/immigration/2020/12/15/jon-ossoff-describes-latino-migrants-peasants/,-1,0
https://www.breitbart.com/border/2020/12/09/exclusive-photos-witchcraft-altar-found-in-mexican-border-state-stash-house/,-1,0.3034
https://www.breitbart.com/politics/2020/11/24/gang-of-eight-amnesty-architect-joe-biden-can-use-covid-19-to-give-amnesty-to-all-illegal-aliens/,-1,-0.5574
https://www.breitbart.com/politics/2020/12/14/gop-donors-lobby-senate-republicans-to-support-joe-bidens-dhs-nominee/,1,0.4215
https://www.breitbart.com/economy/2020/12/12/miami-herald-republicans-s-386-bill-hurts-latino-legal-immigrants/,-1,-0.3818
https://www.breitbart.com/politics/2020/12/19/cruz-blocks-democrat-backed-bill-that-would-open-pipeline-of-migrants-from-hong-kong-to-u-s/,-1,-0.2263
https://www.breitbart.com/politics/2020/12/17/nyc-christmas-concert-shooter-immigrant-shielded-from-deportation/,-1,0.4168
https://www.breitbart.com/politics/2020/11/25/survey-72-percent-of-gop-voters-want-trumps-economic-nationalism-to-lead-republican-party/,1,0.4588
https://www.breitbart.com/politics/2020/12/02/migration-lobby-joe-biden-must-surge-refugees-to-u-s-revise-extreme-vetting/,-1,0.0258
https://www.breitbart.com/politics/2020/12/14/illegal-alien-charged-murdering-florida-woman-thanksgiving/,-1,-0.8658
https://www.breitbart.com/politics/2020/11/25/photos-obama-attacks-trump-for-using-same-cages-at-border-he-used/,-1,-0.4404
https://www.breitbart.com/europe/2020/11/23/over-2000-child-asylum-seekers-actually-adults-lying-about-their-age-report/,-1,-0.6808
https://www.breitbart.com/economy/2020/12/11/wsj-joe-bidens-deputies-alarmed-by-growing-tide-of-migrants/,-1,-0.1779
https://www.breitbart.com/2020-election/2020/12/16/exclusive-david-perdue-jon-ossoff-democrats-hiding-their-true-platform-on-defunding-the-police-amnesty/,-1,0.5106
https://www.breitbart.com/asia/2020/12/09/japan-to-launch-a-i-marriage-hunting-to-stop-birth-rate-collapse/,0,-0.6597
https://www.breitbart.com/europe/2020/11/24/over-8000-illegal-boat-migrants-land-uk-this-year-60-more-arrive-dover/,-1,-0.5574
https://www.breitbart.com/politics/2020/12/18/scotus-throws-out-challenge-trumps-exclusion-illegal-aliens-congressional-apportionment/,-1,-0.6705
https://www.breitbart.com/politics/2020/11/20/white-house-source-medias-days-of-canceling-conservatives-are-over/,0,0
https://www.breitbart.com/immigration/2020/12/18/vatican-coronavirus-should-not-take-attention-away-from-migrants/,0,0
https://www.breitbart.com/crime/2020/11/29/sanctuary-california-three-time-deported-illegal-alien-charged-double-murder-stabbing-spree/,-1,-0.8779
https://www.breitbart.com/europe/2020/11/21/man-who-threatened-prime-minister-and-mps-over-fear-mother-would-fail-immigration-test-jailed/,-1,-0.9169
https://www.breitbart.com/clips/2020/11/25/tom-cotton-biden-dhs-nominee-mayorkas-disqualified-to-lead-agency-for-selling-green-cards-to-chinese-nationals/,-1,-0.4215
